ID,Frequency (GHz),W1 (mm),L1 (mm),D1 (mm),W2 (mm),L2 (mm)
1786,4.528,2.9834,19.1771,0.6977,0.9746,7.3061
1787,3.365,1.8778,12.7503,1.7049,3.1188,19.8368
1788,3.2627,3.1042,1.4749,1.5953,1.6782,10.9986
1789,0.7999,4.4033,19.7809,0.6588,4.1137,16.9284
1790,2.8328,4.7818,3.5589,0.2546,1.0467,7.3029
1791,1.1758,2.9597,14.5023,0.7794,1.5266,2.1531
1792,3.8185,0.3087,10.8843,1.5441,2.2575,2.1459
1793,2.805,4.8493,6.24,0.291,3.7261,11.6959
1794,3.561,3.5587,3.9576,1.377,3.6317,18.6334
1795,0.6875,1.7462,3.9652,1.7906,1.7518,1.8888
1796,0.8816,0.8211,17.2388,0.4405,2.6027,13.9378
1797,3.7235,0.8028,17.5218,1.7382,1.2477,11.4834
1798,0.8244,0.9219,9.5703,0.1976,3.8748,13.2189
1799,0.8207,0.3233,2.5206,1.3671,1.0639,4.703
1800,0.5545,4.5206,17.7412,1.603,4.1148,1.8749
1801,4.8043,2.7498,9.9968,0.9451,4.6906,1.9572
1802,3.8188,3.5298,9.0559,0.4871,4.9589,5.3111
1803,2.0896,4.1577,8.4435,1.857,4.2991,4.666
1804,1.8344,3.9786,7.6178,0.1379,1.1863,2.964
1805,2.0737,4.4248,10.7571,1.1546,2.1409,5.6613
1806,3.9859,4.8395,12.2886,0.8084,0.5353,10.9125
1807,3.4762,2.2514,9.5954,0.976,0.9063,19.0155
1808,1.3334,4.7566,17.9846,1.1195,0.3435,18.4842
1809,1.2835,3.6441,6.6944,1.116,3.2413,5.7984
1810,0.9428,0.4463,11.7771,0.4869,2.7126,1.7911
1811,3.4714,3.4407,6.3491,1.3914,4.5934,19.9149
1812,3.9397,3.4649,15.1903,0.1364,2.3687,9.79
1813,1.6927,4.5387,2.4914,0.1402,3.2473,19.5769
1814,0.5943,1.9274,4.1796,1.0091,2.0678,10.984
1815,0.8698,2.9661,16.1234,1.1296,4.1643,17.784
1816,4.8554,0.1597,4.0724,0.6223,4.6392,9.2208
1817,1.8295,1.7272,12.7021,1.1482,2.2155,12.6294
1818,3.9615,0.405,19.4197,1.0806,0.5052,10.9469
1819,3.311,2.6572,10.6964,0.7635,0.9013,4.7876
1820,2.2187,4.1055,4.1542,1.3384,3.6307,15.3941
1821,1.4256,1.1116,6.7535,1.9201,1.6938,1.5687
1822,1.0462,2.6845,16.5574,1.0325,3.9484,7.567
1823,3.2676,1.0996,7.3574,1.5935,3.7738,17.4631
1824,3.9859,0.6914,14.6085,0.5704,3.5021,10.3023
1825,3.3976,2.6039,15.6583,1.5477,4.0897,2.0141
1826,2.8864,0.4878,10.2731,1.3329,3.8071,4.5468
1827,0.6888,2.978,15.7727,1.3154,3.1997,2.638
1828,4.8582,0.2536,6.6796,1.7968,0.1207,5.9138
1829,4.0942,0.6229,10.5651,0.5434,2.6268,3.7236
1830,1.8177,2.795,13.8879,0.8001,3.0167,14.383
1831,4.9099,2.9979,3.7774,0.2578,4.8072,13.3588
1832,3.2085,0.242,5.8356,1.4796,3.2874,3.134
1833,3.1209,2.9095,13.2147,1.7033,2.9198,9.1773
1834,3.8663,4.2087,13.2795,0.8711,2.7518,6.2689
1835,4.153,3.6393,10.1194,0.778,0.6061,7.0757
1836,3.4542,0.7428,16.0139,1.3514,2.1953,11.7316
1837,1.0764,3.0031,9.9001,0.2436,0.7583,18.0244
1838,2.0222,3.394,17.6858,0.6583,0.3582,17.9978
1839,4.6764,0.2824,14.8501,0.7958,1.7144,8.5539
1840,1.5108,4.2912,6.6365,1.0853,3.2627,8.1673
1841,2.1748,4.5407,8.2075,1.0055,4.3473,10.6005
1842,2.4443,4.2672,13.5199,0.4965,4.0708,9.7452
1843,2.4773,4.1407,17.9418,1.1275,1.544,1.7048
1844,3.2582,3.7503,3.9848,1.8592,0.3254,11.7856
1845,4.7438,3.2038,10.5359,0.1515,2.0731,11.9023
1846,1.5831,3.4253,2.8163,1.3926,1.6424,9.2816
1847,1.0468,4.0513,5.9494,1.2869,1.9192,8.5723
1848,1.3886,3.3462,13.8766,1.8564,2.8396,18.8094
1849,4.4912,1.7059,2.0158,1.3262,0.249,12.2161
1850,3.4061,1.9422,13.416,1.2872,1.9169,16.4174
1851,1.7866,4.4956,18.0658,1.5626,2.8373,19.0999
1852,4.1718,0.1839,19.4027,0.6088,2.2118,16.297
1853,4.3762,3.5242,4.7243,1.2319,3.3694,18.8881
1854,4.3093,4.7784,15.1035,1.0869,1.012,15.3062
1855,4.6352,3.5605,18.5642,0.9331,0.8538,3.8174
1856,1.6351,4.9702,2.2817,0.251,1.6086,4.9251
1857,3.8977,3.469,8.5735,0.656,0.5985,4.281
1858,2.5724,0.2684,18.4285,0.632,1.2577,6.7815
1859,4.289,4.1523,4.4544,1.4761,0.5258,7.4224
1860,3.7782,1.4947,18.7083,1.8492,2.0697,16.318
1861,3.994,2.2857,10.7802,0.5385,3.5861,7.5366
1862,3.4527,1.6293,2.4479,0.2418,1.504,14.6808
1863,1.2984,1.4159,9.2726,1.9999,0.1183,18.1244
1864,2.9526,2.2139,6.8621,1.4133,2.8296,2.7338
1865,4.931,1.9559,6.003,1.7843,3.4905,0.5051
1866,4.7182,3.2034,11.0588,0.3734,2.0174,17.8288
1867,0.6943,4.0844,9.9301,1.6215,1.5553,5.146
1868,1.2417,1.5557,9.8984,1.6453,2.5041,3.492
1869,1.0928,1.1472,2.2188,0.3878,0.5961,6.2566
1870,3.7669,3.3678,16.1452,0.4067,3.2552,4.1275
1871,4.18,3.3846,9.8881,0.6614,3.6932,15.9762
1872,1.4608,4.5155,16.5077,0.5119,3.5527,12.8729
1873,2.7763,0.1781,16.5796,1.9533,1.7105,3.7624
1874,4.2832,4.2799,6.6841,0.7896,4.2293,11.8795
1875,3.7976,2.6529,0.5848,1.5465,4.7396,4.5578
1876,2.9401,3.1444,18.2693,1.6296,1.5557,4.3523
1877,3.1566,0.5477,15.3335,0.8333,1.3873,12.1112
1878,2.7876,2.2198,2.5914,1.3969,3.5501,13.4614
1879,1.839,1.2138,14.1837,0.3048,3.5706,7.2509
1880,3.0426,1.3457,0.8905,0.8542,2.601,15.3864
1881,3.6,2.5701,1.0413,1.9379,4.6243,16.8257
1882,4.43,4.081,10.7536,0.4202,0.8169,18.3687
1883,3.3633,3.7445,2.3727,0.8329,2.4391,12.7082
1884,3.925,2.9959,19.3046,1.602,0.2725,4.7905
1885,1.2203,2.7431,17.9297,1.3643,0.358,15.0951
1886,2.577,2.1938,13.1713,1.2999,0.3631,2.603
1887,0.542,4.8663,1.7423,1.7212,2.5098,4.0337
1888,1.6101,2.8449,6.8343,0.1553,2.9859,16.7394
1889,3.7691,1.3444,7.7486,1.5652,0.1171,18.2612
1890,4.9631,1.2274,9.8772,1.7768,3.1995,1.801
1891,0.9463,3.0956,3.7936,0.1307,2.4995,6.5864
1892,2.3067,2.6619,11.7615,1.162,1.1966,12.769
1893,4.1003,0.1377,8.9975,0.7623,0.174,18.8036
1894,1.4182,4.1673,18.9723,0.1964,0.8649,11.6291
1895,2.9979,3.5502,18.7558,0.8937,3.0416,16.5094
1896,3.7988,3.343,11.5267,1.3237,3.3283,18.4937
1897,3.2719,0.437,13.0648,1.8461,3.2706,10.6213
1898,1.3461,1.8741,3.187,1.279,0.8505,14.9388
1899,2.0992,4.6834,4.8548,1.7278,4.565,13.4171
1900,4.0271,4.3267,18.064,0.331,2.1137,13.5916
1901,2.994,1.4992,14.1337,0.5,3.8632,10.5828
1902,0.5235,0.8696,4.1939,1.9436,0.9158,12.6522
1903,3.9245,2.3005,11.6191,1.7861,2.4058,11.3103
1904,0.6589,1.8436,18.7278,0.5469,2.6555,12.936
1905,3.8558,3.4429,7.2308,1.2799,3.8747,10.3514
1906,1.4112,4.8355,4.1235,0.789,3.1454,4.8387
1907,4.8113,1.8787,18.8695,0.9903,2.0566,14.0256
1908,2.1557,0.4049,9.4947,1.7357,1.4843,7.9886
1909,1.9712,4.4983,8.6362,1.4979,4.8675,2.991
1910,1.17,0.286,5.7176,0.553,1.4942,17.1008
1911,1.8752,4.7686,17.8859,0.7004,0.7344,4.0363
1912,4.4449,3.3564,16.9895,0.6504,1.572,11.0438
1913,4.9835,4.7143,8.3583,1.5833,1.702,14.5618
1914,2.1574,1.0783,1.097,1.0312,0.7265,13.1302
1915,2.5187,0.2994,9.2097,1.9064,3.5699,3.6368
1916,3.7493,2.4922,4.0267,1.6517,3.1339,4.2857
1917,4.4879,2.3081,3.2833,0.5013,1.6514,3.4025
1918,3.1687,1.7243,8.1653,1.5933,4.9657,1.9147
1919,2.2619,4.7925,2.432,1.0616,3.3096,6.0238
1920,2.3568,4.1307,19.1706,0.582,3.5456,10.7207
1921,3.6303,3.3418,1.427,0.7903,2.8302,3.8725
1922,0.5145,0.898,8.3267,1.947,2.8027,19.4318
1923,3.2882,3.6982,3.6727,1.0195,0.1981,14.1272
1924,2.0997,3.6624,13.9318,1.4673,3.8774,11.877
1925,4.0739,2.1828,2.0368,1.0065,4.5626,13.7877
1926,0.9185,4.6315,11.1627,0.806,0.6991,9.001
1927,3.1469,0.9182,15.5755,1.6132,3.9986,9.6632
1928,2.6644,1.41,19.0262,1.7118,2.7181,17.829
1929,3.3905,0.4098,14.1213,0.2366,1.498,14.5778
1930,0.7918,3.9977,2.4401,0.6301,4.6123,11.9696
1931,3.1099,3.1466,2.2262,1.065,0.1851,19.0291
1932,3.0267,1.6432,14.7662,0.7013,1.4429,13.4215
1933,3.023,0.9027,4.6989,1.5888,4.4426,8.2745
1934,3.2157,0.2967,9.2212,0.318,2.457,1.4254
1935,3.5441,0.9171,19.5441,1.6158,3.0347,8.1182
1936,4.1225,2.3211,16.4882,1.274,3.7739,18.5337
1937,1.7142,1.3112,17.0086,0.6498,0.8251,1.3707
1938,4.2127,1.369,17.285,0.7545,1.1544,4.099
1939,2.7422,4.3903,12.5811,0.4475,4.9933,16.2706
1940,0.8468,2.6242,15.0067,0.5799,1.2635,7.6166
1941,0.7635,3.6733,7.4997,1.4628,2.7421,4.125
1942,2.0041,0.275,19.9697,0.8142,1.5637,16.4055
1943,4.032,1.8893,5.9526,1.4062,4.272,11.3896
1944,3.6846,2.4479,12.0051,1.0768,4.8126,11.195
1945,4.0488,1.0134,6.0002,0.3761,0.7923,6.2288
1946,2.8277,0.6889,2.6854,1.0482,3.0428,13.6651
1947,2.4809,4.3645,11.5679,1.5373,4.0767,17.3056
1948,1.1635,4.7032,7.3903,0.6656,4.1328,15.129
1949,1.9769,0.4862,11.8728,1.3314,2.2582,12.4423
1950,2.4531,1.8102,11.3942,0.4782,1.2043,7.3351
1951,0.8987,4.7956,11.074,0.3578,1.997,17.1687
1952,1.4928,0.5075,2.9044,0.7844,3.7806,11.5391
1953,3.192,3.2538,9.0835,0.8395,4.9695,17.8469
1954,3.8105,4.8639,16.3341,1.5459,2.816,5.4565
1955,4.9926,4.8933,6.6453,0.9741,1.0561,13.2588
1956,4.699,2.409,9.1547,0.2543,0.3055,18.7362
1957,3.3915,0.8975,10.1297,1.3046,4.7241,7.7947
1958,2.3956,1.0902,17.3233,0.9916,2.4669,19.0497
1959,3.3628,4.459,13.2842,0.7301,3.6113,8.153
1960,4.0354,4.5672,2.4539,1.6242,3.3349,9.0349
1961,1.0325,3.0786,17.3708,0.3933,4.4653,16.2257
1962,2.3446,3.8543,16.7253,1.8351,1.4038,5.585
1963,4.2791,3.7257,15.1961,0.7347,2.2644,14.2645
1964,2.2272,3.3429,9.5881,0.9758,4.5767,6.3186
1965,3.0734,4.1537,15.2721,1.8655,2.9693,12.0785
1966,3.145,3.4585,9.8355,1.5464,0.4497,15.6312
1967,1.3301,2.7166,14.8642,0.2412,1.053,1.0097
1968,2.1301,1.2611,17.6621,1.1988,1.2624,2.2253
1969,2.0053,3.7451,17.8656,0.6897,4.9695,18.7203
1970,0.6179,2.4198,9.3643,1.0661,1.1983,16.4087
1971,0.6089,1.5445,17.2572,1.5116,4.3615,17.6017
1972,4.2426,4.0295,2.4784,1.0427,0.4827,9.0594
1973,1.7288,3.5139,2.4855,0.2349,0.9904,14.4689
1974,2.8314,4.693,11.1912,1.107,4.3731,19.9664
1975,1.8443,0.9107,13.211,0.1458,4.5048,8.9344
1976,4.7331,3.281,3.4834,0.762,0.9634,17.0122
1977,1.6668,1.2968,9.7075,1.0083,1.2263,2.046
1978,2.4335,4.5276,2.3401,1.3249,2.6998,11.1053
1979,4.4273,0.5875,12.2409,1.0618,0.3581,6.9982
1980,4.2887,3.3152,17.1743,0.3887,4.7319,10.7003
1981,1.3375,3.9763,14.884,1.8712,1.8742,2.7245
1982,4.1119,1.8391,7.8767,1.3356,2.4975,7.6698
1983,2.5618,4.7753,19.879,0.7022,0.6147,1.9923
1984,2.6734,4.2686,13.4272,1.9353,0.2595,9.3353
1985,1.1007,1.5436,16.3973,1.7769,2.3923,9.115
1986,0.8627,0.137,13.5591,0.3726,0.6962,6.9293
1987,3.7757,1.5536,19.7936,1.3453,3.1886,18.9921
1988,2.7341,1.4784,16.5165,1.1641,3.993,2.1172
1989,2.4658,4.4608,10.6288,0.4663,0.2552,16.5851
1990,3.7828,4.8389,7.6542,0.5436,3.0999,7.4211
1991,3.9448,0.4452,13.802,1.1712,4.0966,4.3866
1992,1.2151,2.4093,12.0093,0.7104,2.2532,5.8149
1993,3.246,2.7868,12.7723,1.6862,4.8026,18.0869
1994,1.1091,0.5553,7.1887,0.2857,0.6449,16.5855
1995,3.8812,1.9497,8.8602,1.8367,1.6826,0.8073
1996,3.4563,1.6537,11.3829,1.697,1.2274,3.3729
1997,4.8048,2.7267,16.866,1.5034,4.9813,13.663
1998,0.8103,3.3398,15.3767,0.5989,1.5415,6.6896
1999,0.7567,3.5471,2.8138,1.4584,2.0008,18.4233
2000,1.7698,0.7701,5.2883,0.9337,4.2533,15.8368
2001,1.6777,4.0834,1.0198,1.3041,4.6568,17.5633
2002,1.6114,3.4249,0.6552,0.6939,4.695,4.261
2003,4.5781,4.4565,4.8753,1.6881,2.835,3.4388
2004,1.623,2.3017,16.0868,0.1771,3.3502,18.6726
2005,1.7238,4.4801,18.1426,1.4138,1.8109,8.3818
2006,3.9173,4.3423,8.1395,1.6744,3.0751,8.6065
2007,2.5238,2.2482,11.4824,1.3282,1.5835,13.8491
2008,3.9952,1.9676,14.268,0.4648,3.7555,8.2503
2009,0.7941,4.6708,19.0823,0.6415,1.6053,17.5662
2010,2.6941,3.6043,18.3022,1.0783,4.4091,19.202
2011,0.6513,4.6484,1.6152,0.726,0.8031,6.9841
2012,0.7819,4.0052,5.3392,0.1093,2.9018,4.5571
2013,4.579,3.0856,1.4583,0.1773,2.6513,1.9685
2014,1.1266,0.6677,12.5226,1.5588,1.3922,4.6801
2015,2.8959,1.5283,14.3546,0.259,0.2372,3.2192
2016,2.3499,4.8473,6.5115,1.8632,0.8278,1.0678
2017,2.063,1.6652,17.1501,0.9412,4.843,1.4098
2018,4.5493,0.5569,9.3298,1.5406,4.7124,10.4326
2019,0.5982,3.567,19.9684,0.3385,0.6846,14.302
2020,3.4871,3.6966,0.5078,1.8604,1.9368,19.6735
2021,4.8353,1.4987,2.635,0.1642,2.3791,3.5358
2022,3.0208,1.5586,6.385,0.1801,2.4426,14.1155
2023,4.7157,2.3976,0.9974,0.2037,1.5642,11.3029
2024,0.7352,0.2068,15.7556,0.2965,4.5735,9.8234
2025,2.3846,3.9677,1.529,1.025,4.5516,14.5759
2026,1.6707,1.6537,15.1051,1.5977,0.1927,5.1538
2027,3.7887,4.2834,1.5251,0.6414,3.285,6.5702
2028,4.9158,4.0329,5.4282,1.517,0.4644,7.9999
2029,1.6544,3.3409,16.9049,1.5707,3.0277,4.0567
2030,3.4438,1.6919,19.0464,1.8257,4.3478,9.8331
2031,1.3914,2.63,8.5833,0.3838,3.2827,3.0714
2032,3.044,2.2797,19.4138,0.3575,2.3977,6.7038
2033,2.5877,1.7605,12.7242,0.332,4.7937,2.7067
2034,4.874,4.2559,8.6088,0.7827,3.7583,1.1997
2035,3.2384,2.4692,16.1546,1.0299,1.3216,7.4266
2036,2.0728,4.1803,6.2589,0.9771,1.996,12.5422
2037,1.0134,0.6156,5.683,0.5884,3.8234,3.4619
2038,1.1806,0.791,13.3027,1.2818,0.1946,19.8724
2039,1.5139,4.8889,8.1145,0.7427,0.4134,5.8498
2040,1.6293,2.9801,3.1504,0.7956,4.3112,0.9425
2041,4.3278,2.5979,1.8058,0.3005,0.3104,1.0467
2042,3.0255,2.6635,15.8629,1.2252,3.4247,13.4981
2043,2.8553,1.1548,13.6803,1.345,1.6626,13.5625
2044,1.0165,3.6216,8.5301,1.5401,4.1469,18.1027
2045,4.3706,0.5154,17.9764,1.8176,4.252,2.2714
2046,3.7527,2.9093,8.5117,1.5554,4.7714,7.8392
2047,0.8045,2.8968,14.3508,0.5479,0.5682,17.8408
2048,3.6853,4.5795,18.2277,0.5477,2.172,16.0547
2049,2.9459,2.6783,16.894,1.8387,2.9124,5.0523
2050,0.8678,0.7716,10.4665,1.6013,4.5887,17.8544
2051,2.5624,2.9065,13.7724,1.5863,1.4059,13.7759
2052,2.6811,0.5475,8.5665,1.4675,0.451,5.6542
2053,1.246,1.0986,13.1203,0.6077,1.0886,1.3741
2054,4.7556,0.2524,5.5223,1.7101,2.5283,10.2001
2055,4.3249,2.6151,8.9775,0.3715,3.4371,14.405
2056,3.5106,0.5142,4.5861,0.765,3.4843,5.7386
2057,2.5803,2.4,1.2446,0.7583,0.4659,3.7904
2058,2.3529,4.6714,11.9765,1.1643,3.8309,1.968
2059,3.4294,3.6268,17.3564,0.9805,3.3352,16.9195
2060,2.9544,0.4793,0.9988,0.9736,2.097,1.5673
2061,0.7802,1.1986,4.3226,1.1518,2.8983,12.3834
2062,2.8063,3.4009,9.4736,0.8893,3.8619,15.3832
2063,4.1288,4.484,13.485,0.575,1.3843,15.7194
2064,2.5666,0.2613,3.839,1.3618,4.7062,13.2471
2065,0.7338,4.081,1.6055,1.6022,0.7751,13.2295
2066,4.0383,2.8529,10.6214,1.0101,4.5209,9.7448
2067,1.4061,2.7758,16.4648,1.334,3.7302,8.6258
2068,1.6638,4.7933,1.1871,1.1172,3.3365,3.1784
2069,1.2412,3.7635,7.3127,0.2121,0.5062,10.9394
2070,1.986,4.2656,13.4385,0.9039,4.6031,1.8851
2071,3.9054,1.8346,3.0495,0.1187,1.5471,9.6298
2072,2.8372,2.8164,5.101,1.3576,3.7535,14.7526
2073,1.422,3.1155,10.9421,1.0655,4.4355,9.1358
2074,4.4502,1.6758,19.088,0.341,1.297,10.4115
2075,4.4581,2.8942,6.1032,1.1302,4.5815,16.923
2076,4.4176,1.2596,10.0068,1.807,3.0985,13.1084
2077,1.5746,0.8025,8.2987,0.7469,3.3293,2.9881
2078,2.5306,1.9325,17.9992,1.9665,4.5811,11.0873
2079,4.9325,3.7225,1.9019,1.9228,2.681,7.6092
2080,3.9741,4.5893,11.5399,1.5921,2.2592,4.5332
2081,0.6223,2.3428,16.9993,1.6462,3.2028,13.1354
2082,0.7934,3.2498,19.7683,0.88,2.8147,8.0368
2083,2.5877,0.6049,14.1251,0.8648,0.4012,15.4625
2084,4.5915,4.5319,7.9087,1.9134,0.9844,11.9368
2085,2.9242,2.8862,8.5306,0.7958,0.1665,2.533
2086,2.7402,3.9237,7.3578,0.2841,0.63,7.3318
2087,0.9746,3.9928,12.2705,0.3901,3.6763,5.7619
2088,3.4555,1.3568,14.9184,1.4498,0.1231,3.4245
2089,4.1995,2.693,16.4796,0.8277,1.5916,16.1043
2090,2.2119,4.8064,8.6236,0.4788,2.3017,7.8813
2091,3.9903,0.5392,14.4758,1.6462,4.6953,12.4585
2092,4.8401,3.4469,18.3663,1.0285,1.7023,17.6992
2093,1.4169,4.8151,18.4561,1.1785,3.9373,11.0886
2094,2.855,1.5728,14.2286,0.3925,2.103,5.5326
2095,1.7921,4.3211,12.9196,0.4662,0.5826,15.9184
2096,4.0678,4.6749,10.8648,0.3391,0.5843,8.9972
2097,3.0992,3.7607,4.0724,1.0776,2.2189,11.4948
2098,3.3556,1.2335,2.9108,1.5737,0.3836,18.0906
2099,4.0906,1.7366,9.9714,1.4913,2.9009,10.0409
2100,2.2819,0.2755,3.6092,0.5963,2.5189,7.0265
2101,4.6179,4.1741,11.7515,1.7179,3.5424,14.6842
2102,2.8986,4.2631,13.0912,0.3008,1.0095,3.1033
2103,1.2108,3.2003,10.7495,0.3167,3.0054,18.3176
2104,3.6315,1.8274,1.2103,1.7137,0.9552,18.3532
2105,4.0697,0.4764,1.6257,0.5644,3.6389,11.7984
2106,1.9254,3.79,2.7102,1.4454,1.6051,3.5088
2107,4.3573,3.66,3.4961,0.1173,3.1106,9.3158
2108,4.5776,4.5718,19.8027,0.2778,4.4251,8.7544
2109,1.7461,3.6796,7.2177,1.2576,2.4923,6.3171
2110,4.9258,4.1606,6.1935,0.4466,1.0422,3.9145
2111,1.1332,3.7552,1.5192,0.1536,4.442,5.6421
2112,1.4091,3.1904,12.8887,0.9872,1.857,11.3328
2113,1.329,2.1921,13.2177,0.728,3.6782,13.8713
2114,4.523,4.5204,3.9212,1.6243,1.6685,19.6021
2115,3.4443,3.2897,18.4252,1.6558,1.5613,4.7073
2116,1.1845,2.0519,16.1096,1.2674,3.2459,4.4783
2117,2.4815,0.509,4.9912,0.6568,0.8659,2.7822
2118,3.2688,1.5245,9.9741,0.9771,4.3482,18.8104
2119,0.8756,2.7643,9.4386,1.4343,1.9994,7.9461
2120,4.4709,1.4506,7.2961,0.2317,0.1945,18.5176
2121,4.1162,1.1841,16.4439,0.7317,1.5966,17.844
2122,2.7734,2.6842,2.6307,1.6625,3.9463,1.3575
2123,4.8521,0.9321,8.5986,0.8715,4.3109,5.9555
2124,2.3799,4.022,8.8466,1.2869,2.8826,6.3992
2125,4.9285,2.4734,9.6401,0.283,1.5411,5.9083
2126,3.5056,2.9119,17.2963,1.5764,2.6865,8.794
2127,3.356,0.8222,4.7543,0.2909,4.1982,10.2365
2128,1.2468,1.6904,2.507,1.7369,1.6486,15.2849
2129,4.4687,2.1094,12.5473,0.3025,1.9886,5.7202
2130,2.4237,4.0602,3.8898,1.7927,2.7445,6.3256
2131,1.2301,3.8738,1.9612,0.7912,4.447,12.1728
2132,0.5567,1.1926,8.8197,1.2866,2.9525,3.9957
2133,3.0189,3.1193,4.7831,1.7084,1.1173,9.7273
2134,2.8733,1.2929,7.5437,0.1195,0.5366,5.3942
2135,3.7371,4.9424,5.5644,0.6048,0.5656,4.3608
2136,4.5062,4.7654,2.3064,1.8258,4.7562,16.0152
2137,0.8573,2.86,11.4268,0.8375,4.1298,14.2889
2138,3.7917,3.5246,1.0269,1.4421,3.8527,5.3713
2139,1.3434,4.027,19.3443,0.366,2.5322,8.5959
2140,4.3618,3.6329,7.1559,1.3889,3.3954,3.5074
2141,4.1858,3.5292,14.0556,0.239,0.7239,1.5368
2142,2.9336,4.7969,16.3021,1.4629,3.1424,11.9118
2143,3.6961,3.0226,5.9425,0.7152,4.0728,7.5895
2144,1.9146,3.2179,15.1004,0.9851,0.4045,4.5414
2145,2.6203,4.2614,16.7322,0.4159,1.5511,2.7348
2146,4.1974,3.3825,5.2057,1.2929,0.6404,13.7605
2147,2.5667,3.6914,19.8536,0.7414,1.3751,5.7935
2148,2.1101,1.2474,0.9034,0.8284,3.8854,18.1941
2149,2.724,1.9192,4.7315,1.3392,1.727,4.2597
2150,4.2271,0.8218,15.7104,0.4398,3.4795,5.2536
2151,2.0084,2.5783,4.2856,1.7188,3.8892,17.1088
2152,1.2819,2.3331,14.1161,1.5046,4.1015,11.6624
2153,3.7041,4.9861,17.1828,1.1977,4.3795,2.6134
2154,4.2169,3.0949,19.2047,0.3438,3.0284,11.2145
2155,0.9529,3.9536,9.7478,1.4055,1.4751,6.5085
2156,1.5794,1.7367,19.4366,0.1344,0.8377,14.8704
2157,1.1389,4.1746,8.5266,1.6284,2.5682,2.0169
2158,2.0657,3.1139,4.7535,0.6772,0.6074,18.3988
2159,2.5266,3.5153,10.5215,0.3227,4.5625,9.8249
2160,3.8697,1.5427,13.1716,0.4125,2.2682,14.8186
2161,3.4302,2.7883,9.4303,1.93,4.3776,14.2409
2162,3.2942,3.2068,11.556,1.5703,3.5754,3.9759
2163,2.0857,2.9866,8.62,0.552,4.3004,17.6618
2164,4.2865,4.5844,10.7329,1.9306,4.4314,5.0377
2165,2.6208,4.5015,19.0756,0.3662,0.3611,4.2161
2166,4.906,4.8578,10.2467,1.4937,3.6538,10.6525
2167,3.3536,3.3704,5.437,1.3478,1.2101,19.6987
2168,1.0682,4.8624,15.2956,1.6608,4.9476,6.6112
2169,3.5428,4.1791,7.0829,0.8252,3.9142,19.3068
2170,1.963,1.4271,16.416,0.8635,0.1184,8.9843
2171,3.5885,2.1944,1.6084,1.2867,4.6443,16.7762
2172,0.8134,1.2681,6.9775,0.8566,1.5323,10.8347
2173,1.287,0.1206,2.34,0.1786,2.1416,4.5026
2174,4.3508,1.0214,2.1637,1.4864,3.1002,17.6599
2175,1.5223,0.1199,13.3386,1.3178,4.5899,1.9033
2176,4.2667,3.6272,8.014,0.9051,4.6439,13.8137
2177,1.7567,2.1851,17.4938,0.6754,2.861,16.6998
2178,3.393,1.6316,10.5699,0.7094,1.652,16.7245
2179,3.6237,3.8324,6.2592,1.508,1.468,13.2783
2180,2.8069,4.1792,14.5573,1.4854,1.8855,5.3944
2181,1.8739,4.879,12.6683,1.6559,0.9845,10.8675
2182,1.4569,3.2459,16.0921,1.5481,3.3822,12.776
2183,0.6494,2.3615,13.05,1.5401,2.6862,17.849
2184,1.8678,1.5958,3.7568,0.5784,3.89,3.6135
2185,3.4392,1.1894,13.571,0.2931,0.5611,9.5659
2186,4.7224,1.1433,8.1352,1.5473,2.0595,6.9962
2187,4.4204,2.105,9.5313,0.2874,1.2753,8.8404
2188,3.9473,4.9598,18.4705,1.966,2.7224,4.0695
2189,4.048,0.1042,7.5193,1.7627,2.3944,4.7399
2190,3.4924,1.0663,12.4332,1.1136,2.3029,15.5121
2191,1.6713,1.0231,7.5879,0.7691,1.6467,9.8283
2192,4.5824,3.6139,2.3472,1.101,3.6615,10.5259
2193,3.5183,1.8272,9.3437,1.4952,2.4597,18.0008
2194,3.022,2.3406,12.1427,1.537,1.091,5.1796
2195,0.9995,0.8283,8.4463,0.24,2.7825,6.9208
2196,2.5117,2.0845,8.118,1.6292,3.0237,6.518
2197,2.5716,0.6057,16.4974,1.3188,0.2048,13.3551
2198,4.3905,2.7119,1.0789,0.1771,1.0985,11.4678
2199,2.9599,0.5799,6.2639,0.695,1.2878,9.6951
2200,2.2118,3.9735,16.3293,1.0702,1.3156,13.5257
2201,4.8956,2.8763,18.4503,0.4581,1.2703,9.9364
2202,0.9982,3.6474,8.5398,0.395,1.431,16.4112
2203,2.4015,2.1507,17.8315,0.1271,1.3874,8.4997
2204,0.6891,1.9693,4.3791,1.8319,4.4319,17.8668
2205,3.8296,0.5812,4.8178,0.2066,1.6663,2.8328
2206,4.6313,2.6669,17.0007,0.7954,1.8138,2.332
2207,1.7602,2.6211,18.1135,0.491,1.4043,13.2862
2208,4.3625,2.3937,4.8447,1.508,4.8411,8.0993
2209,1.815,3.7285,1.6568,1.4437,2.7239,9.3864
2210,4.5985,4.1793,2.2613,1.6318,3.0917,14.0724
2211,3.8928,3.7789,5.5969,1.2719,3.7039,4.6835
2212,4.1221,0.8049,15.3483,1.2241,1.7352,1.3566
2213,0.581,3.1481,10.4448,0.8735,4.847,9.0583
2214,4.8326,0.4936,9.384,1.3091,0.8464,17.9471
2215,3.77,3.5036,11.8907,0.3189,2.3433,9.2894
