ID,Frequency (GHz),W1 (mm),L1 (mm),D1 (mm),W2 (mm),L2 (mm),S1,S2
2690,0.66,4.03,2.56,0.55,4.78,2.76,15.895386,66.14525
2691,2.2,2.05,1.0,0.35,4.54,5.39,20.258308,83.82303
2692,0.97,0.78,6.83,1.77,2.46,2.71,13.925877,71.26334
2693,4.23,0.93,3.51,0.47,0.14,5.17,16.68543,73.84235
2694,3.73,4.51,7.94,1.69,2.25,8.6,13.154745,110.45878
2695,0.75,3.98,9.29,1.11,1.28,0.96,10.413059,78.534454
2696,4.53,2.24,7.18,1.49,2.69,0.99,13.610315,70.033264
2697,0.81,3.09,4.31,0.62,4.47,1.36,15.616743,66.20174
2698,2.0,4.81,2.77,0.53,2.99,4.19,17.041822,88.918365
2699,2.83,0.59,1.7,0.83,2.63,5.15,19.910925,79.18494
2700,4.79,4.09,7.36,1.06,4.57,4.67,9.132495,76.00176
2701,1.43,3.7,6.32,0.5,2.9,2.65,13.464863,71.39757
2702,2.05,3.47,4.58,0.33,1.88,5.31,17.840849,89.008545
2703,4.07,1.76,0.94,0.23,0.16,0.87,17.772303,61.91192
2704,3.7,0.41,6.41,1.88,3.44,6.24,14.689814,82.79259
2705,1.31,4.96,1.71,1.48,0.75,6.41,17.140127,96.820854
2706,2.07,1.22,2.42,0.98,1.76,4.56,18.052095,70.84027
2707,1.83,4.5,3.19,0.45,4.42,7.1,17.87852,93.187485
2708,3.57,2.21,8.27,1.41,0.12,5.58,13.422348,100.887245
2709,3.57,4.59,9.51,0.78,3.18,8.52,9.589608,103.39243
2710,1.64,4.0,6.79,1.71,2.05,8.54,14.732346,113.653656
2711,4.71,0.59,7.1,0.62,1.03,3.61,13.910076,78.95911
2712,4.23,2.88,4.94,0.23,1.5,4.7,17.04791,85.037575
2713,1.17,1.76,0.72,1.05,3.57,2.33,20.404474,76.78232
2714,4.54,3.17,7.29,0.94,0.2,2.25,15.889513,99.43504
2715,4.59,4.37,4.53,1.03,0.56,8.28,15.667949,99.54756
2716,0.78,0.19,1.19,1.77,4.05,2.7,22.143225,84.983246
2717,3.69,1.37,8.69,1.93,1.26,9.85,15.874972,131.49133
2718,3.76,3.22,4.4,1.07,4.97,0.55,16.283888,74.70952
2719,2.7,4.71,8.85,1.35,3.72,8.28,9.454092,101.7486
2720,2.84,3.13,8.26,0.99,3.12,1.11,9.396923,63.722443
2721,3.63,3.91,3.59,0.17,2.35,1.03,17.569925,84.8051
2722,1.95,0.52,9.3,0.74,0.75,0.63,10.981579,72.96804
2723,2.0,0.92,9.02,1.44,3.37,8.31,13.736849,112.47122
2724,1.15,4.2,8.92,0.5,0.31,3.69,12.434475,92.96134
2725,4.34,0.78,2.03,0.97,2.28,8.6,18.28288,81.54821
2726,2.88,1.53,5.63,0.13,1.43,2.78,15.409983,71.66026
2727,4.1,4.64,6.77,0.62,1.16,5.77,13.946697,90.76877
2728,1.12,1.45,7.6,0.57,2.71,8.25,13.974228,104.91322
2729,1.59,2.68,6.94,1.54,1.65,6.77,14.720491,104.87651
2730,0.77,0.23,2.45,0.21,3.87,7.16,19.651825,85.11719
2731,1.32,0.43,2.55,1.71,0.42,1.84,17.685284,64.83194
2732,2.33,2.93,0.76,0.58,1.88,4.91,17.482288,67.54129
2733,2.13,4.71,4.56,0.17,0.1,4.53,17.431633,102.95022
2734,1.24,0.42,9.77,0.24,4.1,4.42,10.680847,82.711975
2735,3.06,4.13,3.9,1.01,3.69,7.33,18.124058,96.29526
2736,4.46,4.82,1.62,0.53,0.69,6.81,17.556314,100.44368
2737,2.13,1.86,0.62,0.98,3.7,5.17,20.206638,80.60594
2738,2.21,1.53,1.27,1.96,4.95,2.56,21.30013,84.95061
2739,2.44,2.41,2.73,0.17,4.7,2.57,18.981207,79.00422
2740,4.41,1.38,7.83,1.02,1.73,3.38,13.113631,81.2862
2741,3.58,3.14,2.44,1.12,3.05,6.36,17.629137,76.88385
2742,2.67,1.73,7.65,1.31,1.06,6.24,14.062397,101.555405
2743,4.18,0.41,2.2,0.63,4.54,2.71,21.532969,86.73761
2744,1.16,4.91,3.82,0.72,0.3,2.3,18.333502,105.7988
2745,4.13,1.96,3.15,0.58,0.38,1.37,16.709143,64.736946
2746,1.06,1.62,9.26,1.74,2.73,4.97,11.976562,96.48886
2747,3.94,0.46,3.58,1.4,1.06,6.8,16.80964,78.01388
2748,0.84,1.48,7.72,1.38,3.97,1.95,11.871805,66.749725
2749,3.5,4.1,8.07,1.79,2.21,1.67,11.199793,75.05235
2750,1.04,4.76,9.92,1.54,0.25,6.09,10.875381,94.35123
2751,3.78,0.41,2.78,0.29,3.98,4.31,20.190536,83.641396
2752,0.89,3.31,7.05,1.15,3.11,7.97,13.996841,107.28839
2753,3.43,3.83,9.63,1.4,2.72,3.43,7.3209796,70.04248
2754,2.59,1.36,7.57,1.25,2.89,4.34,13.246465,82.6897
2755,2.2,0.16,1.01,1.83,3.69,4.24,22.054825,86.4142
2756,4.26,4.07,0.91,1.86,2.7,3.63,17.471601,75.19958
2757,2.04,1.45,3.71,0.19,4.64,7.69,17.416616,83.575806
2758,1.61,2.82,7.06,1.96,0.67,7.76,15.356276,115.1125
2759,0.83,4.64,3.48,1.63,4.74,5.76,16.469418,85.9557
2760,0.58,3.35,8.11,1.03,4.78,4.93,8.630908,79.34354
2761,2.74,3.73,3.08,1.24,0.97,3.44,17.421478,82.04486
2762,3.11,3.04,6.22,0.87,0.5,9.04,15.787323,115.4147
2763,2.47,3.98,3.19,1.68,4.23,5.03,17.406843,78.45276
2764,2.25,2.57,0.82,1.32,1.42,4.47,17.76557,67.54355
2765,4.77,2.31,1.45,1.0,0.19,2.32,17.118399,63.86891
2766,1.03,1.67,6.13,0.39,4.06,4.63,14.335898,73.46854
2767,3.77,1.86,1.16,0.47,1.71,6.87,18.307653,74.79921
2768,1.34,4.49,1.58,1.65,4.72,5.66,18.08492,83.39751
2769,4.46,3.46,5.37,1.84,4.82,2.28,14.410021,75.98087
2770,1.41,4.84,3.84,0.19,1.51,4.9,16.948889,94.689415
2771,1.77,2.34,9.13,0.67,3.61,6.21,11.3757515,98.0564
2772,1.59,1.5,8.42,1.83,2.83,0.78,11.278284,67.39984
2773,2.87,4.54,8.62,1.83,0.46,4.45,12.834528,95.41203
2774,0.79,4.55,2.37,1.19,0.27,9.75,16.879175,106.332016
2775,1.46,0.27,9.99,1.88,3.63,0.55,9.536558,65.5538
2776,3.95,1.27,9.46,0.24,2.44,1.57,10.151189,69.37805
2777,2.12,3.4,7.05,1.22,0.42,1.33,16.71855,101.88952
2778,2.64,1.06,3.32,0.45,4.04,6.01,18.339836,81.00549
2779,3.95,0.98,4.52,0.77,2.0,2.82,16.481932,68.14264
2780,3.96,2.75,3.57,0.71,1.2,2.64,17.079054,71.36087
2781,2.14,2.61,4.03,1.11,2.45,7.08,17.254778,86.78817
2782,1.22,4.84,7.66,1.17,4.93,3.23,6.5916467,71.35984
2783,1.14,3.56,1.85,0.3,1.57,1.42,16.350616,65.79932
2784,4.82,4.55,0.56,1.33,3.85,3.52,17.482845,79.769135
2785,3.61,2.57,1.97,0.11,0.32,4.4,17.593052,71.41926
2786,2.86,1.4,4.23,0.74,1.32,6.38,16.627619,80.94928
2787,1.7,0.3,6.96,0.12,3.92,0.92,14.072626,63.742733
2788,0.88,1.34,7.29,1.73,4.72,3.06,12.535352,70.6507
2789,2.67,4.28,9.81,1.64,0.53,9.68,13.904844,127.45584
2790,4.81,1.13,1.21,0.99,0.29,2.15,18.374235,66.24924
2791,3.58,2.34,7.43,1.38,0.45,2.17,14.203703,87.82096
2792,3.22,0.25,9.73,0.63,1.15,2.93,11.2740755,82.929886
2793,3.89,3.01,7.06,1.91,2.61,2.8,14.281559,81.55523
2794,2.76,2.84,0.9,0.97,0.47,5.55,17.671606,72.003914
2795,4.56,1.54,9.47,1.19,4.95,2.93,9.741398,74.69423
2796,0.66,1.62,8.28,1.17,0.26,4.67,13.1598,96.411125
2797,1.88,2.02,8.07,0.38,1.77,5.03,12.803631,91.51123
2798,3.38,3.5,8.75,1.69,0.92,2.14,12.655923,89.45416
2799,3.44,3.11,1.3,0.34,0.28,2.48,16.653913,66.46881
2800,2.67,4.07,7.6,1.55,3.12,5.3,10.734886,83.11009
2801,3.86,1.97,2.5,0.2,1.15,9.0,17.07451,83.20929
2802,4.07,3.46,2.27,1.81,1.36,1.82,16.556654,68.79086
2803,2.94,1.77,5.05,1.52,2.73,4.7,16.310415,77.75672
2804,1.98,3.06,1.56,1.7,4.3,6.44,17.827799,77.543304
2805,3.72,0.19,1.18,1.47,4.98,3.46,23.05408,92.825745
2806,0.94,2.6,9.69,1.21,3.03,1.44,7.6744514,67.20973
2807,1.36,1.18,7.58,0.68,2.03,9.44,14.725845,114.04213
2808,3.76,4.83,7.97,1.45,0.61,2.11,14.424713,98.78317
2809,2.76,2.07,1.24,0.47,4.3,1.75,20.322493,78.71617
2810,3.91,2.49,3.1,0.54,1.63,6.88,17.604189,81.93814
2811,2.92,3.87,1.89,0.18,2.51,3.78,17.384014,73.47513
2812,2.37,4.72,8.93,0.89,1.81,0.67,9.200071,72.366295
2813,3.61,3.58,9.02,1.09,1.65,8.54,13.37817,115.42912
2814,4.14,4.58,4.91,1.13,4.65,0.77,10.485006,60.187668
2815,2.93,3.77,3.11,1.11,2.5,8.65,18.37018,99.740234
2816,3.96,1.24,7.98,1.62,2.95,7.53,13.671511,102.00198
2817,2.95,2.89,0.8,0.23,4.88,9.58,17.947039,81.32686
2818,3.91,1.98,6.78,1.08,0.39,9.09,15.485148,115.6602
2819,4.3,2.71,4.28,1.03,3.06,9.99,16.069706,96.335144
2820,3.34,0.24,2.99,0.89,0.15,8.01,16.8323,79.01396
2821,4.63,3.52,2.34,1.1,0.56,5.77,17.861164,84.82245
2822,0.99,2.76,4.22,1.59,1.77,5.43,17.657057,86.28746
2823,2.39,3.12,5.26,0.82,4.26,1.11,14.640007,64.253815
2824,1.76,4.17,9.14,0.41,2.57,7.68,10.346848,99.37851
2825,4.24,1.81,3.56,1.34,3.65,1.97,17.979715,72.676796
2826,4.44,4.49,3.66,0.39,1.56,2.77,17.911177,98.488144
2827,3.09,3.28,1.1,1.81,1.53,3.76,17.318577,68.00885
2828,4.19,4.05,6.09,1.76,4.74,7.46,11.72016,90.07034
2829,1.45,2.49,7.02,1.49,4.94,5.9,11.744093,82.45924
2830,3.24,3.96,2.93,0.73,0.35,3.37,18.163603,92.43877
2831,1.65,4.52,7.77,0.55,1.93,0.87,11.394814,76.79991
2832,4.24,4.66,1.14,0.47,3.33,9.18,18.249197,99.39682
2833,3.28,3.02,7.99,1.04,1.2,1.45,13.700579,87.50725
2834,2.63,3.2,5.05,1.52,2.11,5.61,18.078897,95.35625
2835,4.94,0.5,5.85,0.8,1.31,5.49,15.143303,81.20596
2836,3.49,0.79,4.13,0.92,4.98,8.63,17.337706,87.51692
2837,0.52,1.68,4.97,1.86,0.11,9.26,16.151724,106.1743
2838,2.66,3.97,1.29,1.47,0.4,1.42,17.856792,83.9933
2839,0.94,1.67,3.64,0.32,1.43,4.93,16.915758,72.05464
2840,1.9,4.39,9.17,0.67,1.52,2.19,9.529334,74.89299
2841,0.75,3.17,9.23,0.42,0.95,1.75,11.223639,82.43725
2842,0.75,2.17,4.67,0.67,0.26,4.61,16.681957,84.38141
2843,0.87,1.4,2.92,1.86,1.72,3.7,17.337389,67.63594
2844,4.13,3.44,6.41,0.3,1.35,4.39,15.437106,90.17658
2845,2.11,4.21,0.65,0.43,0.59,3.62,17.718008,85.421234
2846,3.03,1.11,3.63,0.46,0.53,7.2,16.603872,80.48635
2847,3.79,1.03,9.28,1.74,3.03,1.94,10.861401,73.53601
2848,1.93,0.79,5.7,0.7,0.89,5.24,15.448257,82.30122
2849,2.4,2.03,1.86,0.97,2.99,9.97,17.2749,80.985634
2850,1.02,4.48,6.45,1.12,4.56,8.81,11.044754,98.30728
2851,0.87,4.43,3.22,0.83,2.7,5.95,17.303377,88.66608
2852,4.81,2.59,1.62,0.84,3.61,3.9,18.56896,75.358505
2853,1.97,4.14,1.92,0.26,4.85,1.5,16.12503,63.058533
2854,2.88,1.6,3.07,0.8,0.71,6.23,17.106787,76.17561
2855,0.94,0.47,5.66,1.55,0.61,4.97,15.349962,81.2174
2856,1.88,3.66,8.56,0.37,3.04,8.73,12.355158,111.36738
2857,2.25,1.04,8.31,0.3,2.66,4.84,12.320593,84.58428
2858,3.92,0.99,8.96,0.56,1.53,4.09,12.102713,86.67764
2859,3.35,2.45,8.42,0.59,1.41,2.76,11.81474,80.30353
2860,4.18,2.32,4.15,1.2,3.13,0.94,16.476137,63.869118
2861,3.16,3.46,5.79,1.51,3.99,2.3,14.10346,69.70314
2862,3.53,2.54,4.27,0.62,0.42,4.29,17.028906,82.011185
2863,4.33,2.82,9.46,1.87,0.26,9.32,15.0149975,130.24524
2864,2.79,1.9,7.69,1.03,3.27,2.44,12.543353,72.87281
2865,0.88,2.6,0.58,0.17,1.15,6.01,17.455866,68.25171
2866,4.73,2.79,5.37,1.79,4.35,6.94,15.337986,85.8273
2867,2.12,3.38,2.02,0.42,1.1,5.54,17.91773,78.66197
2868,3.11,2.81,1.35,0.59,0.7,0.56,16.42515,59.467453
2869,0.63,3.7,5.18,0.97,1.89,7.61,16.637568,103.263
2870,0.86,3.43,5.09,1.86,1.03,8.63,16.402063,111.46329
2871,1.73,0.51,3.12,1.84,0.27,5.16,17.134176,72.630035
2872,3.13,0.15,1.64,0.99,3.03,4.5,20.965693,82.72706
2873,2.8,0.33,1.51,1.15,1.74,0.98,20.072437,71.70075
2874,3.04,4.37,5.09,0.52,3.8,3.72,12.827646,69.890884
2875,2.43,0.45,8.41,1.3,1.59,9.75,15.141293,121.84041
2876,1.58,0.15,2.68,1.88,2.09,5.58,18.386948,75.73185
2877,3.2,0.79,2.99,1.08,2.5,2.59,18.5655,71.64583
2878,3.3,0.23,4.44,0.9,4.97,1.82,19.436144,83.33052
2879,2.53,0.84,4.92,1.55,0.29,6.49,16.091282,87.714516
2880,4.35,4.41,3.21,1.85,3.34,6.89,18.903143,98.883385
2881,2.0,3.76,5.12,0.15,4.32,9.16,13.426783,93.40985
2882,4.86,1.33,4.71,1.84,4.58,0.63,17.755445,75.66333
2883,0.51,2.19,6.37,0.12,0.75,6.47,15.240475,98.5201
2884,2.04,0.84,1.5,0.74,4.57,6.25,21.023888,88.70006
2885,0.78,0.95,8.43,1.97,3.48,5.28,12.533047,90.34277
2886,2.14,2.28,0.87,1.63,1.37,4.71,18.037579,68.72175
2887,0.83,0.81,1.72,1.8,1.42,4.37,18.55894,70.74332
2888,1.69,1.6,1.11,1.11,3.49,6.41,19.575186,80.344376
2889,1.9,3.61,1.22,1.45,1.0,6.14,18.034388,81.05946
2890,3.33,4.56,2.78,1.26,2.22,7.83,17.7658,98.67534
2891,1.51,0.18,6.35,0.17,3.12,0.6,14.680276,61.19162
2892,4.69,4.42,1.44,0.24,0.51,1.86,18.766626,98.29788
2893,2.09,3.75,4.43,0.87,4.05,4.55,16.338501,76.11165
2894,0.66,4.38,7.53,0.67,4.47,5.45,7.9689984,77.28592
2895,3.36,2.88,4.33,1.53,4.88,0.97,16.88832,75.36278
2896,1.09,1.53,2.65,0.32,4.95,6.9,18.938242,85.65277
2897,4.87,3.9,4.75,1.08,1.94,5.7,17.267662,90.48151
2898,3.86,1.85,9.42,1.89,1.91,3.53,11.263426,87.123535
2899,1.09,3.19,1.93,1.41,4.2,1.47,17.439924,68.09527
2900,3.67,3.37,2.7,1.59,4.85,9.25,16.639593,83.67169
2901,3.27,1.05,7.66,1.4,3.51,2.02,12.741655,68.4211
2902,1.67,0.98,2.68,0.12,4.23,1.95,20.102158,78.982056
2903,1.03,2.66,1.23,0.21,4.51,3.8,19.18693,77.83887
2904,3.75,0.93,7.77,1.51,4.69,9.42,13.431736,102.0141
2905,0.55,1.65,9.63,1.72,2.72,4.31,11.292992,93.52394
2906,4.47,0.72,5.99,1.78,2.45,6.25,15.169884,84.35742
2907,2.66,2.99,5.85,1.14,2.06,5.73,16.904222,97.234634
2908,3.92,4.7,3.64,0.59,3.43,6.19,17.227129,92.76021
2909,0.99,0.14,0.86,1.81,1.28,9.59,18.793333,81.04349
2910,1.39,2.43,5.89,1.08,2.97,6.22,15.583307,90.712296
2911,0.54,2.55,2.06,1.19,1.3,6.51,17.345297,74.415405
2912,4.24,4.89,1.63,1.71,2.07,9.05,17.109194,100.39198
2913,2.77,1.43,2.42,1.12,0.47,1.01,17.286741,62.130215
2914,4.55,4.96,2.8,0.78,1.75,9.17,16.582739,101.26727
2915,4.22,0.43,3.93,1.08,2.64,6.62,17.165108,79.09926
2916,3.89,4.86,1.9,1.93,3.67,3.78,17.507208,88.85271
2917,0.56,3.4,8.29,0.33,4.86,5.66,8.2022,80.74318
2918,1.94,4.47,6.68,1.2,0.55,2.04,16.831781,104.28272
2919,3.44,4.43,6.43,1.37,0.47,7.77,13.379601,97.25293
2920,4.46,1.61,1.68,0.54,4.76,9.03,19.38616,89.07216
2921,1.26,4.35,2.99,1.84,4.08,7.74,18.089075,96.773895
2922,3.8,2.62,8.66,1.84,4.19,6.11,11.766915,96.877365
2923,1.31,3.98,1.42,1.75,4.32,0.91,15.996546,59.74235
2924,1.91,1.42,5.48,0.91,2.39,3.1,15.563936,69.754074
2925,3.33,1.37,9.31,1.8,3.86,8.35,13.477921,113.95855
2926,0.92,3.82,6.74,1.8,4.63,7.62,11.394381,95.66417
2927,4.62,4.16,4.02,1.36,1.32,4.82,17.313608,91.85471
2928,3.7,2.33,1.8,0.56,0.17,0.62,16.792635,61.279846
2929,1.25,4.6,1.78,1.82,1.4,5.66,16.969229,88.59421
2930,3.31,0.32,1.99,1.69,1.28,7.1,18.327105,77.34591
2931,4.04,2.9,6.74,1.52,0.18,0.81,16.70677,98.12848
2932,3.83,2.98,9.85,0.58,4.38,0.95,5.484203,60.03506
2933,4.42,3.92,1.06,0.6,1.63,4.54,17.464487,78.232056
2934,3.43,4.0,7.36,1.5,0.57,4.04,15.368378,99.56586
2935,4.33,0.31,2.35,1.51,0.66,2.17,18.381014,68.173164
2936,2.71,4.38,5.38,1.66,4.83,8.27,12.474106,94.23629
2937,3.13,0.26,9.58,1.72,4.21,9.94,14.246161,120.70229
2938,2.34,4.54,9.09,0.92,1.93,4.49,8.373234,72.25635
2939,2.19,3.06,8.0,0.97,2.27,3.1,11.7312565,78.36681
2940,3.91,0.99,9.22,0.47,4.97,8.43,12.279797,102.18802
2941,0.66,4.36,3.78,1.76,3.03,1.05,15.896553,75.72449
2942,3.55,1.49,2.27,1.96,0.45,1.54,17.404575,63.545143
2943,1.04,2.27,9.06,0.98,2.95,7.13,12.741499,108.69403
2944,4.08,1.07,1.48,0.88,1.97,5.31,19.138563,75.817795
2945,1.65,1.36,1.24,0.92,4.74,5.91,20.754389,87.11873
2946,1.92,2.6,8.79,0.82,1.05,9.98,15.656086,133.14769
2947,2.55,3.01,3.19,0.38,2.05,3.95,17.56522,72.07236
2948,4.06,2.47,0.72,1.69,4.82,7.31,19.270082,83.49034
2949,4.85,1.77,6.23,0.25,0.95,5.05,15.074255,86.65112
2950,2.61,1.93,2.25,1.65,4.37,1.97,19.66722,78.22194
2951,2.1,4.15,4.01,0.36,0.22,3.23,18.55489,101.68706
2952,1.96,3.95,9.75,1.53,4.19,1.88,4.249579,58.902756
2953,4.4,2.43,1.96,0.67,0.62,0.53,16.666124,60.58306
2954,1.2,2.31,1.81,0.67,2.19,4.67,17.704819,68.89062
2955,2.9,2.36,7.65,1.27,4.42,0.73,10.848862,62.33972
2956,2.21,4.26,4.74,1.45,1.47,2.55,18.012978,98.352745
2957,2.62,1.77,9.48,0.85,2.67,2.66,10.1866455,77.20806
2958,1.15,2.67,6.13,1.73,2.55,2.85,15.837942,80.335495
2959,2.89,0.53,1.08,0.3,4.29,6.47,21.717709,90.36307
2960,4.9,1.96,4.12,1.57,2.24,9.17,16.283306,91.72261
2961,2.14,1.1,8.97,0.83,3.63,1.42,10.302225,65.833336
2962,4.96,4.34,5.55,1.3,4.76,5.08,12.192996,78.890015
2963,2.24,1.02,2.24,1.17,2.63,0.73,19.242952,69.90213
2964,0.76,3.55,3.1,1.13,4.55,10.0,15.692223,89.30782
2965,1.31,4.81,7.17,1.22,3.83,3.53,7.009503,62.638504
2966,4.64,0.5,8.42,1.77,0.99,9.93,15.407987,124.78199
2967,1.7,4.31,1.18,0.56,3.1,1.92,16.698029,72.6295
2968,4.23,0.97,8.63,0.21,3.55,8.96,13.16895,105.78383
2969,1.01,0.78,9.96,0.44,3.17,1.88,9.463802,70.68349
2970,3.81,1.06,3.31,1.86,3.69,8.87,17.228907,84.066086
2971,3.84,0.25,7.23,1.75,1.67,6.36,14.222862,92.343056
2972,2.59,2.58,2.18,0.16,1.2,8.59,17.546825,83.64813
2973,0.89,1.27,2.54,1.85,2.71,3.68,18.228872,71.16724
2974,2.74,2.51,6.22,1.18,4.0,6.7,14.248778,88.5461
2975,1.43,3.3,2.98,0.85,2.46,1.74,16.314722,62.466835
2976,4.65,1.91,1.72,0.8,2.58,2.85,18.804178,72.25174
2977,3.75,3.61,9.15,0.81,2.31,5.07,9.611332,81.98227
2978,2.02,1.46,7.63,0.79,0.88,7.42,14.465299,107.57588
2979,4.65,2.65,5.61,0.37,0.48,7.59,15.985966,101.62245
2980,2.22,4.04,0.91,0.33,4.0,7.12,18.208303,81.37499
2981,3.44,3.95,9.1,1.65,4.99,5.44,7.467225,84.424835
2982,2.43,2.55,1.22,0.26,1.42,5.2,17.67816,68.61189
2983,4.52,2.03,9.0,1.55,4.6,9.97,13.622608,119.57803
2984,1.38,0.36,9.35,1.66,1.87,4.64,12.327061,94.4149
2985,2.05,1.92,7.66,1.35,4.62,9.69,13.670227,109.89236
2986,0.74,2.18,6.29,0.23,3.84,0.63,13.306631,57.90826
2987,1.69,1.26,4.53,1.38,2.74,3.6,16.502712,69.77884
2988,4.53,3.21,4.39,1.05,2.4,1.89,16.533981,70.97615
2989,0.92,3.98,9.29,0.25,0.44,5.58,11.199766,90.324104
2990,4.85,2.33,4.06,0.9,0.61,7.27,16.936941,91.50715
2991,4.65,4.54,3.29,1.44,4.11,7.1,18.831858,100.665054
2992,2.48,2.61,7.65,1.0,1.33,3.8,13.127582,86.42377
2993,1.24,3.66,8.63,1.0,4.31,7.47,9.570638,97.4992
2994,0.57,3.19,8.38,1.75,3.84,5.66,10.798837,93.44527
2995,1.57,4.7,6.95,1.57,3.6,3.56,8.172368,64.50694
2996,2.61,3.22,1.33,1.19,1.36,7.59,18.111586,82.31636
2997,3.95,2.78,7.81,0.67,2.15,8.03,13.928808,108.48007
2998,4.58,3.88,1.21,1.83,3.72,4.99,18.096336,76.3605
2999,2.32,2.81,9.19,1.53,3.13,9.79,14.336327,129.29018
3000,3.51,3.41,5.73,0.7,4.93,9.43,12.195251,91.53902
3001,1.97,1.83,8.39,1.17,1.95,3.24,11.999958,82.67577
3002,2.72,3.88,9.33,0.95,2.27,3.96,8.215755,72.14929
3003,1.07,4.68,1.65,0.95,3.27,9.72,17.808458,101.86092
3004,2.14,4.4,1.93,0.73,3.7,5.52,18.293707,85.47947
3005,4.77,0.29,4.56,0.22,1.93,6.38,16.363321,77.85771
3006,4.01,4.55,8.23,1.96,3.22,5.16,8.963051,79.633835
3007,2.86,2.17,7.97,0.1,1.67,4.39,12.790131,86.844635
3008,2.24,1.43,8.4,0.12,1.02,2.98,12.236494,81.6278
3009,3.52,1.69,5.65,1.55,1.47,3.01,15.654497,76.85212
3010,1.29,1.3,9.98,0.61,4.25,9.91,13.522829,124.70795
3011,1.92,2.64,1.2,0.65,4.39,3.87,19.304132,78.42138
3012,0.7,0.79,2.0,1.61,4.53,6.88,19.928453,86.525
3013,0.52,1.66,1.15,1.91,2.05,2.26,18.608683,67.73864
3014,2.62,2.45,6.12,1.19,3.35,0.66,14.490654,63.749924
3015,4.31,3.07,4.5,0.31,1.13,1.53,17.02144,81.42895
3016,1.91,3.42,6.13,0.41,0.44,4.41,16.511444,97.94191
3017,2.01,2.6,5.48,1.5,0.29,6.29,16.47566,100.25838
3018,4.48,3.96,9.58,1.53,0.38,9.54,13.992241,125.215546
3019,2.24,4.75,0.98,1.16,3.47,1.08,17.328627,82.575485
3020,2.79,4.58,2.0,1.12,3.49,9.35,18.527517,104.050644
3021,4.0,4.93,7.31,1.6,4.36,8.26,10.65159,97.89187
3022,3.92,1.93,3.15,0.67,3.75,8.04,17.196907,81.09063
3023,2.1,4.11,4.21,1.44,4.02,8.37,16.236868,98.22034
3024,2.49,1.84,7.73,1.44,1.47,6.99,14.259944,106.429825
3025,3.11,2.02,7.37,1.37,1.43,6.71,14.3792515,103.06271
3026,3.14,2.37,9.24,1.41,2.06,4.27,11.156525,88.93257
3027,0.79,3.51,2.4,0.26,1.58,7.26,17.99991,86.97601
3028,0.91,3.94,7.22,1.77,1.22,2.42,14.921955,92.40382
3029,4.54,0.28,1.0,0.36,3.88,2.61,22.541937,86.80926
3030,0.94,3.31,5.99,0.52,2.29,9.77,15.641399,115.27652
3031,1.11,1.05,6.25,1.96,1.28,8.77,15.190435,104.539345
3032,1.83,1.67,6.38,1.34,3.35,2.33,14.365835,68.08222
3033,4.46,2.64,3.44,1.27,3.35,4.15,17.375658,73.974915
3034,1.19,4.69,8.74,0.98,2.65,3.94,6.764891,65.08141
3035,1.19,0.56,6.75,0.1,1.79,3.71,14.069315,74.39925
3036,3.83,4.49,0.65,1.83,2.93,9.03,18.423765,96.970535
3037,1.16,0.14,8.42,0.48,3.48,6.41,12.780041,90.483475
3038,3.3,3.95,6.39,1.62,0.69,7.76,14.148333,102.50415
3039,0.87,0.37,4.54,0.29,2.06,8.45,16.053194,82.81939
3040,4.68,2.4,9.48,1.23,1.26,2.79,10.701292,81.125015
3041,2.6,2.43,1.0,1.86,2.64,9.39,17.646276,78.62126
3042,4.94,4.25,5.74,0.18,2.85,3.25,14.056145,78.105606
3043,4.21,1.33,1.72,0.64,2.03,8.64,17.989244,79.50748
3044,1.41,3.29,3.05,1.27,0.11,4.87,17.483133,83.725464
3045,3.41,1.3,9.63,1.27,1.04,5.16,12.400246,100.39993
3046,0.62,1.4,4.5,0.83,4.81,1.47,17.436174,73.45198
3047,0.88,1.93,0.51,1.68,4.54,3.43,20.808508,81.776985
3048,3.41,2.9,2.51,0.76,0.43,5.3,17.979982,79.771835
3049,1.46,4.56,7.2,1.99,3.52,6.92,11.026773,94.52374
3050,2.4,0.27,8.6,1.36,2.05,8.34,14.082649,111.06949
3051,0.59,3.35,2.98,1.7,1.43,4.87,17.781782,80.19284
3052,3.69,1.77,3.44,1.87,1.46,6.41,17.010489,79.32332
3053,3.76,1.76,8.0,1.39,3.13,4.94,12.838139,87.66695
3054,3.0,2.01,9.29,1.08,2.54,3.2,10.6453495,80.98863
3055,1.99,0.49,5.83,1.67,2.99,1.78,15.405735,66.54261
3056,4.23,3.19,5.78,1.17,4.13,7.99,14.3321,92.905556
3057,1.06,3.47,9.59,0.35,2.3,7.54,11.313898,105.6353
3058,2.03,3.74,2.26,1.49,1.13,3.13,17.062586,75.37323
3059,4.19,3.05,6.85,1.93,2.15,9.61,15.597553,120.46741
3060,2.45,0.69,7.16,0.73,1.06,0.58,13.28945,66.78514
3061,0.54,3.12,6.34,1.58,4.39,7.32,12.916815,93.03338
3062,2.22,0.87,3.79,0.57,4.61,3.54,18.914392,81.14467
3063,3.75,3.24,6.06,1.92,0.23,2.62,17.15661,99.767334
3064,4.98,3.73,8.14,0.13,1.44,5.88,11.608307,85.45217
3065,1.18,0.91,8.52,0.55,1.89,2.51,11.672529,75.240005
