ID,l_s,l_2,l_1,w_s,w_2,w_1,freq,s_2,s_1
1846,5.95,6.71,7.22,0.7,0.55,0.26,3.76 GHz,0.28,0.24
1847,6.25,6.79,6.66,0.69,0.55,0.23,1.45 GHz,0.27,0.19
1848,6.31,6.53,6.85,0.54,0.42,0.25,2.66 GHz,0.16,0.29
1849,5.87,7.32,6.77,0.69,0.41,0.11,2.92 GHz,0.33,0.19
1850,6.12,6.94,6.95,0.69,0.57,0.14,3.93 GHz,0.3,0.19
1851,5.69,6.83,6.77,0.63,0.45,0.15,1.47 GHz,0.2,0.27
1852,6.28,7.08,7.5,0.7,0.46,0.14,2.90 GHz,0.22,0.15
1853,6.4,7.02,6.55,0.53,0.42,0.14,890.00 MHz,0.31,0.29
1854,5.74,7.14,7.09,0.63,0.55,0.21,2.83 GHz,0.28,0.16
1855,6.05,6.69,7.34,0.69,0.56,0.29,3.51 GHz,0.24,0.26
1856,6.05,7.47,7.49,0.55,0.48,0.22,2.09 GHz,0.27,0.22
1857,6.2,7.01,7.06,0.61,0.4,0.27,2.86 GHz,0.31,0.2
1858,5.87,7.22,6.69,0.64,0.47,0.28,3.39 GHz,0.24,0.18
1859,5.94,7.33,7.3,0.52,0.54,0.12,3.79 GHz,0.33,0.34
1860,6.08,6.95,6.76,0.67,0.59,0.12,2.24 GHz,0.22,0.16
1861,6.47,7.23,7.3,0.65,0.45,0.12,3.07 GHz,0.17,0.34
1862,6.47,7.44,6.62,0.58,0.43,0.21,1.37 GHz,0.18,0.33
1863,5.99,7.33,6.67,0.66,0.52,0.14,3.87 GHz,0.23,0.29
1864,5.94,7.25,6.73,0.59,0.49,0.26,2.05 GHz,0.32,0.19
1865,6.35,7.33,7.5,0.55,0.57,0.29,2.73 GHz,0.24,0.15
1866,6.11,6.85,7.11,0.69,0.46,0.14,3.18 GHz,0.2,0.23
1867,5.99,6.57,7.0,0.51,0.4,0.12,3.57 GHz,0.16,0.2
1868,5.83,6.51,6.52,0.65,0.57,0.22,2.14 GHz,0.2,0.33
1869,5.69,7.18,7.0,0.53,0.49,0.18,840.00 MHz,0.26,0.2
1870,6.45,7.04,6.87,0.7,0.49,0.12,3.00 GHz,0.16,0.28
1871,5.98,7.3,7.45,0.61,0.43,0.25,2.09 GHz,0.3,0.25
1872,6.28,6.72,6.74,0.52,0.51,0.28,1.44 GHz,0.2,0.29
1873,6.26,7.43,6.84,0.53,0.47,0.13,2.97 GHz,0.33,0.25
1874,6.4,7.15,6.81,0.57,0.46,0.29,2.60 GHz,0.32,0.26
1875,6.2,6.76,7.04,0.59,0.4,0.21,3.59 GHz,0.27,0.33
1876,5.61,6.84,7.45,0.57,0.42,0.23,2.06 GHz,0.18,0.16
1877,6.19,6.93,6.88,0.67,0.55,0.26,2.00 GHz,0.26,0.18
1878,6.4,7.0,6.92,0.52,0.54,0.28,3.27 GHz,0.29,0.3
1879,6.0,6.6,6.77,0.55,0.46,0.12,860.00 MHz,0.27,0.22
1880,6.24,6.97,7.48,0.54,0.49,0.3,2.62 GHz,0.23,0.29
1881,6.33,7.28,6.77,0.61,0.55,0.28,2.18 GHz,0.17,0.15
1882,6.12,6.73,6.85,0.5,0.55,0.23,2.16 GHz,0.19,0.23
1883,6.26,6.83,6.62,0.67,0.52,0.24,3.40 GHz,0.16,0.27
1884,5.71,7.47,7.22,0.5,0.46,0.22,2.30 GHz,0.32,0.31
1885,6.48,7.47,6.99,0.61,0.55,0.25,1.59 GHz,0.2,0.27
1886,6.15,7.43,6.61,0.67,0.41,0.25,1.58 GHz,0.34,0.22
1887,5.9,6.74,6.87,0.65,0.5,0.12,2.99 GHz,0.29,0.18
1888,5.75,7.47,7.3,0.57,0.46,0.16,3.75 GHz,0.2,0.16
1889,6.03,7.11,6.65,0.57,0.45,0.15,1.72 GHz,0.17,0.17
1890,6.09,7.07,7.14,0.63,0.5,0.25,1.71 GHz,0.19,0.27
1891,6.46,6.65,6.93,0.67,0.48,0.26,1.01 GHz,0.34,0.16
1892,6.01,6.91,6.9,0.65,0.6,0.25,2.28 GHz,0.27,0.18
1893,5.82,7.47,7.16,0.69,0.58,0.29,2.16 GHz,0.2,0.33
1894,5.88,7.26,7.03,0.58,0.59,0.11,3.12 GHz,0.18,0.29
1895,6.25,7.12,7.42,0.51,0.54,0.22,1.49 GHz,0.32,0.18
1896,6.16,6.81,6.91,0.69,0.45,0.13,2.36 GHz,0.32,0.23
1897,5.73,6.62,7.0,0.69,0.53,0.3,3.37 GHz,0.33,0.16
1898,6.35,6.89,6.8,0.56,0.6,0.29,2.03 GHz,0.34,0.22
1899,6.19,7.28,7.48,0.57,0.41,0.15,2.54 GHz,0.21,0.34
1900,6.27,6.64,7.03,0.67,0.45,0.1,3.53 GHz,0.24,0.16
1901,6.12,7.41,6.6,0.58,0.43,0.16,1.45 GHz,0.23,0.29
1902,6.01,6.56,7.35,0.58,0.48,0.28,1.17 GHz,0.18,0.21
1903,5.86,6.85,7.26,0.58,0.55,0.12,1.18 GHz,0.35,0.23
1904,5.81,7.5,7.09,0.7,0.46,0.1,3.18 GHz,0.28,0.17
1905,6.08,7.01,6.68,0.66,0.44,0.19,3.06 GHz,0.28,0.27
1906,5.89,7.2,7.07,0.61,0.55,0.17,1.28 GHz,0.29,0.18
1907,5.98,6.97,7.31,0.5,0.52,0.22,2.34 GHz,0.15,0.3
1908,5.59,6.59,6.91,0.63,0.59,0.19,3.14 GHz,0.26,0.24
1909,6.4,6.53,6.97,0.52,0.42,0.15,2.74 GHz,0.16,0.15
1910,6.32,7.15,6.93,0.5,0.53,0.11,2.46 GHz,0.2,0.28
1911,5.59,6.62,6.93,0.69,0.55,0.15,3.00 GHz,0.17,0.18
1912,5.94,7.36,6.9,0.61,0.52,0.17,2.24 GHz,0.16,0.26
1913,5.71,6.89,7.34,0.5,0.48,0.29,1.32 GHz,0.34,0.31
1914,6.45,7.39,7.18,0.66,0.43,0.23,3.04 GHz,0.34,0.27
1915,5.89,6.73,7.28,0.66,0.5,0.23,3.66 GHz,0.15,0.35
1916,5.65,7.04,6.94,0.53,0.5,0.23,2.58 GHz,0.17,0.28
1917,5.6,7.17,7.41,0.57,0.51,0.2,2.45 GHz,0.29,0.23
1918,6.4,6.77,7.4,0.6,0.5,0.21,1.68 GHz,0.18,0.24
1919,5.58,7.49,7.13,0.61,0.42,0.19,3.05 GHz,0.27,0.32
1920,6.28,6.99,6.72,0.68,0.5,0.19,3.73 GHz,0.31,0.27
1921,5.59,7.34,6.99,0.63,0.51,0.17,2.52 GHz,0.21,0.33
1922,6.3,7.19,6.63,0.57,0.53,0.16,1.05 GHz,0.22,0.19
1923,5.97,6.7,6.94,0.58,0.44,0.18,2.23 GHz,0.19,0.25
1924,5.88,6.7,7.38,0.58,0.51,0.3,2.65 GHz,0.22,0.24
1925,6.47,7.1,6.76,0.67,0.55,0.2,3.88 GHz,0.21,0.21
1926,5.8,7.22,7.24,0.56,0.45,0.29,850.00 MHz,0.22,0.23
1927,6.39,7.21,7.04,0.64,0.48,0.27,2.12 GHz,0.26,0.22
1928,6.45,7.27,6.76,0.54,0.59,0.26,3.29 GHz,0.25,0.2
1929,5.8,7.13,7.07,0.55,0.48,0.18,1.45 GHz,0.16,0.3
1930,6.37,6.69,7.0,0.53,0.4,0.12,3.36 GHz,0.34,0.23
1931,5.55,6.79,7.21,0.61,0.48,0.11,3.08 GHz,0.33,0.29
1932,5.98,7.43,6.8,0.55,0.41,0.23,3.04 GHz,0.28,0.3
1933,5.78,7.32,7.06,0.56,0.58,0.29,2.32 GHz,0.33,0.25
1934,5.9,6.5,7.44,0.54,0.58,0.26,2.86 GHz,0.28,0.18
1935,6.42,7.1,6.84,0.59,0.56,0.17,1.50 GHz,0.33,0.21
1936,6.27,6.51,7.5,0.54,0.56,0.25,3.74 GHz,0.19,0.19
1937,6.03,6.5,6.98,0.6,0.51,0.14,2.23 GHz,0.2,0.29
1938,6.4,7.15,6.97,0.67,0.45,0.17,2.18 GHz,0.26,0.18
1939,5.63,7.16,7.0,0.51,0.54,0.12,3.52 GHz,0.3,0.23
1940,6.28,6.82,6.94,0.64,0.53,0.26,3.40 GHz,0.26,0.27
1941,5.6,7.03,6.77,0.68,0.47,0.29,2.89 GHz,0.27,0.26
1942,6.25,7.32,7.05,0.57,0.45,0.22,1.12 GHz,0.26,0.28
1943,5.77,7.49,6.8,0.62,0.5,0.29,2.15 GHz,0.28,0.33
1944,5.71,6.67,7.34,0.7,0.57,0.29,820.00 MHz,0.21,0.28
1945,6.27,7.21,7.05,0.56,0.45,0.25,1.17 GHz,0.34,0.16
1946,5.56,6.55,7.15,0.68,0.52,0.12,2.63 GHz,0.26,0.28
1947,6.28,7.07,7.24,0.7,0.49,0.12,3.05 GHz,0.23,0.22
1948,5.95,7.5,6.8,0.54,0.5,0.11,970.00 MHz,0.26,0.18
1949,5.66,6.91,7.32,0.66,0.51,0.13,2.78 GHz,0.25,0.34
1950,6.25,6.58,6.84,0.58,0.58,0.2,2.15 GHz,0.21,0.33
1951,6.28,7.07,6.96,0.57,0.43,0.24,4.00 GHz,0.29,0.24
1952,6.32,6.87,6.7,0.57,0.46,0.19,3.69 GHz,0.17,0.31
1953,5.97,7.47,7.11,0.6,0.41,0.14,990.00 MHz,0.18,0.3
1954,5.54,7.46,6.83,0.61,0.47,0.21,910.00 MHz,0.22,0.26
1955,6.24,7.09,7.03,0.67,0.57,0.1,3.86 GHz,0.25,0.22
1956,5.69,7.28,6.89,0.66,0.41,0.23,3.80 GHz,0.32,0.24
1957,6.05,6.51,6.67,0.52,0.59,0.23,1.21 GHz,0.31,0.17
1958,5.82,7.12,7.45,0.54,0.45,0.18,2.66 GHz,0.16,0.2
1959,6.24,7.22,6.97,0.57,0.59,0.13,3.30 GHz,0.34,0.16
1960,6.13,6.84,6.64,0.63,0.53,0.19,1.23 GHz,0.25,0.23
1961,6.33,7.0,7.24,0.63,0.41,0.28,2.03 GHz,0.18,0.19
1962,5.9,7.4,7.33,0.59,0.57,0.28,2.73 GHz,0.26,0.34
1963,5.88,7.41,7.18,0.69,0.54,0.1,2.99 GHz,0.34,0.27
1964,5.81,6.98,7.09,0.58,0.52,0.19,1.57 GHz,0.16,0.26
1965,6.02,7.48,6.79,0.51,0.59,0.13,2.34 GHz,0.29,0.2
1966,5.89,7.13,7.07,0.6,0.45,0.28,3.75 GHz,0.21,0.17
1967,6.29,7.2,7.42,0.63,0.47,0.1,2.28 GHz,0.2,0.27
1968,6.35,6.75,6.72,0.52,0.58,0.26,830.00 MHz,0.23,0.25
1969,5.59,6.74,6.67,0.59,0.53,0.13,1.95 GHz,0.17,0.25
1970,6.29,7.16,7.23,0.67,0.6,0.28,2.08 GHz,0.2,0.16
1971,6.23,7.06,7.08,0.68,0.5,0.25,870.00 MHz,0.28,0.17
1972,5.74,7.26,6.8,0.59,0.48,0.21,2.89 GHz,0.23,0.28
1973,5.52,7.04,7.45,0.52,0.5,0.11,1.90 GHz,0.28,0.16
1974,6.39,6.67,7.48,0.56,0.4,0.22,1.30 GHz,0.17,0.29
1975,6.31,6.95,7.4,0.61,0.44,0.11,2.10 GHz,0.33,0.21
1976,5.52,6.94,7.02,0.58,0.54,0.2,2.48 GHz,0.29,0.31
1977,5.64,7.49,6.96,0.62,0.54,0.25,2.93 GHz,0.34,0.24
1978,6.24,6.99,6.69,0.61,0.55,0.17,940.00 MHz,0.18,0.3
1979,5.62,6.98,6.81,0.69,0.46,0.19,3.41 GHz,0.3,0.24
1980,5.72,6.59,7.08,0.58,0.44,0.12,2.02 GHz,0.26,0.21
1981,5.96,7.18,6.94,0.6,0.44,0.11,3.40 GHz,0.17,0.27
1982,6.03,6.69,7.25,0.59,0.52,0.23,3.42 GHz,0.29,0.32
1983,6.43,6.7,7.22,0.62,0.51,0.2,3.47 GHz,0.17,0.31
1984,5.51,6.88,6.68,0.63,0.44,0.13,3.98 GHz,0.27,0.29
1985,6.09,6.91,6.76,0.67,0.46,0.21,3.97 GHz,0.28,0.34
1986,6.46,7.2,7.3,0.67,0.52,0.2,950.00 MHz,0.15,0.22
1987,6.19,7.47,6.56,0.53,0.55,0.19,3.69 GHz,0.29,0.24
1988,6.35,7.18,7.28,0.51,0.59,0.22,2.49 GHz,0.23,0.17
1989,6.04,6.77,7.15,0.63,0.58,0.18,3.17 GHz,0.18,0.34
1990,5.85,7.43,6.87,0.6,0.49,0.25,2.13 GHz,0.3,0.31
1991,6.0,6.97,7.03,0.68,0.59,0.1,3.53 GHz,0.15,0.17
1992,5.66,7.09,6.91,0.58,0.48,0.15,1.58 GHz,0.29,0.34
1993,6.43,7.24,7.29,0.54,0.5,0.1,1.94 GHz,0.3,0.23
1994,6.44,6.84,6.77,0.54,0.51,0.24,2.04 GHz,0.35,0.18
1995,6.11,6.68,6.52,0.65,0.52,0.24,2.66 GHz,0.26,0.24
1996,5.61,6.76,6.79,0.57,0.51,0.23,2.12 GHz,0.19,0.27
1997,6.31,6.67,7.2,0.53,0.49,0.22,2.05 GHz,0.16,0.32
1998,6.23,7.48,7.2,0.57,0.5,0.19,2.63 GHz,0.24,0.32
1999,6.24,7.35,7.22,0.64,0.5,0.17,1.75 GHz,0.19,0.24
2000,6.04,7.34,6.74,0.67,0.54,0.2,1.39 GHz,0.28,0.18
2001,5.98,6.5,7.47,0.57,0.46,0.18,3.17 GHz,0.35,0.15
2002,5.66,7.14,6.71,0.55,0.59,0.24,1.90 GHz,0.17,0.31
2003,6.02,6.65,7.24,0.58,0.59,0.2,2.40 GHz,0.27,0.32
2004,5.76,6.55,6.9,0.65,0.51,0.18,3.73 GHz,0.16,0.34
2005,5.72,6.54,7.18,0.63,0.6,0.14,1.59 GHz,0.3,0.33
2006,5.92,7.28,7.02,0.64,0.43,0.2,3.17 GHz,0.31,0.28
2007,6.46,6.76,7.32,0.64,0.54,0.24,2.85 GHz,0.16,0.17
2008,6.26,7.36,6.57,0.69,0.48,0.24,3.64 GHz,0.34,0.32
2009,6.15,7.18,6.81,0.63,0.56,0.23,2.41 GHz,0.17,0.3
2010,6.01,7.04,7.29,0.67,0.55,0.23,3.23 GHz,0.28,0.22
2011,5.97,6.85,6.67,0.64,0.59,0.22,1.11 GHz,0.24,0.22
2012,6.07,7.22,6.73,0.66,0.52,0.22,3.23 GHz,0.31,0.33
2013,5.93,7.01,6.73,0.61,0.5,0.21,2.44 GHz,0.2,0.25
2014,5.7,7.35,7.19,0.69,0.51,0.2,3.71 GHz,0.16,0.3
2015,6.44,7.18,7.21,0.63,0.52,0.15,1.25 GHz,0.29,0.27
2016,5.76,6.55,6.89,0.57,0.51,0.18,2.03 GHz,0.17,0.32
2017,5.74,7.02,7.03,0.59,0.58,0.25,1.20 GHz,0.17,0.18
2018,6.23,6.91,6.69,0.54,0.49,0.19,2.99 GHz,0.28,0.22
2019,5.92,6.72,6.88,0.61,0.4,0.19,1.83 GHz,0.33,0.3
2020,6.04,7.34,7.14,0.7,0.58,0.24,1.41 GHz,0.15,0.33
2021,6.45,6.66,7.23,0.53,0.59,0.16,1.34 GHz,0.32,0.22
2022,5.99,6.61,7.24,0.53,0.42,0.14,2.11 GHz,0.3,0.29
2023,5.85,7.15,6.99,0.51,0.55,0.14,3.57 GHz,0.24,0.15
2024,6.02,7.23,6.98,0.67,0.44,0.11,2.66 GHz,0.16,0.31
2025,6.43,7.36,6.89,0.51,0.47,0.25,3.06 GHz,0.2,0.18
2026,5.98,6.87,6.73,0.52,0.55,0.21,3.86 GHz,0.33,0.26
2027,5.82,7.31,7.08,0.7,0.58,0.18,1.04 GHz,0.3,0.24
2028,5.51,6.83,7.43,0.66,0.45,0.17,1.86 GHz,0.17,0.16
2029,6.16,7.04,7.11,0.59,0.55,0.15,1.55 GHz,0.15,0.18
2030,6.09,7.09,6.94,0.56,0.48,0.26,3.90 GHz,0.19,0.31
2031,5.59,6.97,6.77,0.6,0.53,0.23,2.50 GHz,0.24,0.33
2032,5.64,7.07,6.97,0.59,0.55,0.1,2.11 GHz,0.2,0.23
2033,5.58,7.06,6.54,0.54,0.48,0.1,1.29 GHz,0.19,0.27
2034,6.44,7.15,7.47,0.63,0.44,0.13,3.17 GHz,0.29,0.28
2035,5.66,7.4,6.51,0.54,0.48,0.15,3.78 GHz,0.3,0.22
2036,6.01,7.47,7.48,0.51,0.43,0.15,1.93 GHz,0.2,0.17
2037,5.55,7.27,7.31,0.57,0.52,0.11,3.50 GHz,0.19,0.23
2038,6.44,7.06,6.81,0.64,0.41,0.15,2.86 GHz,0.34,0.26
2039,5.87,6.72,7.31,0.7,0.6,0.22,2.54 GHz,0.22,0.15
2040,5.86,6.72,7.42,0.61,0.5,0.11,2.10 GHz,0.29,0.27
2041,5.53,7.47,6.68,0.51,0.59,0.18,2.29 GHz,0.24,0.23
2042,6.19,7.18,7.01,0.69,0.56,0.26,1.34 GHz,0.22,0.29
2043,6.4,7.24,6.59,0.53,0.59,0.2,1.46 GHz,0.17,0.18
2044,5.71,6.53,7.1,0.52,0.56,0.13,2.04 GHz,0.32,0.32
2045,6.25,6.94,6.63,0.6,0.41,0.22,1.42 GHz,0.2,0.18
2046,6.24,6.72,7.22,0.53,0.44,0.16,3.01 GHz,0.16,0.33
2047,5.58,6.9,6.74,0.53,0.57,0.14,1.48 GHz,0.21,0.21
2048,5.62,6.8,7.26,0.6,0.56,0.18,3.01 GHz,0.2,0.26
2049,5.76,6.81,6.98,0.66,0.5,0.23,3.20 GHz,0.2,0.25
2050,5.66,6.72,7.35,0.62,0.45,0.26,2.27 GHz,0.29,0.25
2051,5.79,7.15,6.77,0.65,0.52,0.3,3.73 GHz,0.2,0.18
2052,6.13,6.53,7.09,0.54,0.5,0.27,2.62 GHz,0.25,0.17
2053,5.56,6.54,7.22,0.69,0.59,0.12,3.28 GHz,0.31,0.32
2054,6.1,7.33,7.1,0.67,0.57,0.29,2.67 GHz,0.19,0.18
2055,5.56,6.95,6.8,0.59,0.53,0.11,2.43 GHz,0.2,0.28
2056,6.4,6.65,7.17,0.59,0.5,0.21,3.01 GHz,0.28,0.27
2057,5.55,6.95,6.61,0.68,0.5,0.23,3.18 GHz,0.21,0.27
2058,5.92,6.97,7.12,0.63,0.46,0.2,2.56 GHz,0.21,0.16
2059,5.93,6.88,7.34,0.69,0.54,0.27,2.84 GHz,0.33,0.23
2060,5.98,6.71,6.56,0.65,0.53,0.2,3.44 GHz,0.18,0.31
2061,6.14,6.83,6.66,0.54,0.42,0.18,2.12 GHz,0.2,0.17
2062,6.01,7.2,7.22,0.51,0.43,0.1,2.84 GHz,0.23,0.17
2063,5.65,7.44,6.78,0.64,0.48,0.22,2.48 GHz,0.29,0.24
2064,6.33,6.87,6.91,0.65,0.54,0.13,3.96 GHz,0.18,0.17
2065,5.98,7.02,6.86,0.65,0.51,0.22,3.25 GHz,0.25,0.31
2066,6.03,6.56,6.94,0.52,0.45,0.1,3.96 GHz,0.34,0.19
2067,6.25,6.84,6.77,0.56,0.49,0.26,2.31 GHz,0.3,0.19
2068,5.59,6.77,6.79,0.67,0.57,0.15,910.00 MHz,0.23,0.2
2069,6.23,7.42,6.66,0.51,0.48,0.28,800.00 MHz,0.32,0.31
2070,5.6,7.35,7.43,0.63,0.53,0.2,2.83 GHz,0.27,0.24
2071,6.04,6.77,7.26,0.51,0.58,0.16,2.81 GHz,0.24,0.3
2072,5.76,6.57,7.26,0.63,0.53,0.13,2.73 GHz,0.17,0.22
2073,5.96,7.16,6.82,0.66,0.55,0.22,2.46 GHz,0.34,0.16
2074,5.6,6.77,7.0,0.53,0.44,0.16,3.61 GHz,0.24,0.31
2075,6.03,7.0,6.56,0.6,0.56,0.3,2.41 GHz,0.24,0.33
2076,5.57,6.95,6.66,0.54,0.5,0.13,890.00 MHz,0.33,0.22
2077,5.82,7.17,6.64,0.69,0.51,0.17,2.12 GHz,0.18,0.31
2078,5.51,7.36,7.39,0.63,0.57,0.13,3.96 GHz,0.22,0.31
2079,6.09,6.67,7.03,0.62,0.53,0.27,1.63 GHz,0.25,0.27
2080,6.11,7.42,7.43,0.61,0.45,0.2,3.94 GHz,0.3,0.2
2081,6.35,6.98,6.5,0.66,0.4,0.15,1.17 GHz,0.31,0.24
2082,6.21,7.29,6.93,0.5,0.46,0.17,1.90 GHz,0.22,0.29
2083,6.01,7.35,7.05,0.53,0.59,0.22,2.17 GHz,0.34,0.27
2084,6.04,7.42,7.03,0.58,0.56,0.18,1.55 GHz,0.25,0.28
2085,5.65,7.18,7.15,0.68,0.49,0.24,3.84 GHz,0.16,0.31
2086,6.42,7.4,6.64,0.53,0.55,0.27,2.42 GHz,0.25,0.19
2087,6.2,7.41,7.12,0.58,0.53,0.23,3.44 GHz,0.33,0.24
2088,6.33,6.71,7.46,0.6,0.59,0.18,3.49 GHz,0.31,0.33
2089,5.97,7.1,7.35,0.59,0.46,0.19,3.64 GHz,0.34,0.33
2090,5.78,7.22,7.1,0.66,0.48,0.25,3.48 GHz,0.15,0.27
2091,6.28,6.63,6.72,0.6,0.44,0.29,2.86 GHz,0.23,0.15
2092,5.88,6.51,7.18,0.54,0.41,0.21,1.44 GHz,0.25,0.22
2093,6.42,6.74,6.96,0.53,0.51,0.15,3.06 GHz,0.2,0.16
2094,6.1,7.44,7.49,0.65,0.51,0.29,2.72 GHz,0.29,0.18
2095,6.46,6.87,7.29,0.67,0.54,0.12,1.45 GHz,0.17,0.35
2096,5.79,7.48,6.92,0.62,0.45,0.24,1.65 GHz,0.19,0.32
2097,6.04,7.34,7.18,0.54,0.46,0.27,1.40 GHz,0.17,0.23
2098,6.03,6.71,7.07,0.65,0.43,0.15,2.99 GHz,0.18,0.27
2099,6.34,7.43,6.6,0.63,0.45,0.16,1.96 GHz,0.24,0.26
2100,6.07,7.25,6.84,0.51,0.54,0.24,3.61 GHz,0.34,0.19
2101,5.79,6.75,6.98,0.58,0.59,0.24,2.58 GHz,0.25,0.15
2102,6.17,6.64,7.18,0.69,0.5,0.23,2.62 GHz,0.26,0.26
2103,6.47,7.07,6.62,0.53,0.49,0.23,1.26 GHz,0.2,0.28
2104,6.32,6.95,6.93,0.65,0.43,0.2,3.58 GHz,0.35,0.31
2105,6.39,7.2,6.58,0.59,0.58,0.13,1.14 GHz,0.26,0.17
2106,5.6,6.96,6.55,0.62,0.41,0.3,1.06 GHz,0.23,0.23
2107,6.32,6.65,7.05,0.53,0.55,0.3,890.00 MHz,0.35,0.29
2108,6.44,6.62,7.49,0.67,0.41,0.16,3.84 GHz,0.34,0.17
2109,5.63,6.8,7.22,0.54,0.51,0.14,3.12 GHz,0.31,0.28
2110,5.59,7.28,6.55,0.61,0.43,0.13,1.93 GHz,0.22,0.34
2111,6.48,7.24,6.68,0.66,0.55,0.14,3.89 GHz,0.23,0.18
2112,6.46,7.47,7.34,0.61,0.58,0.25,1.47 GHz,0.17,0.27
2113,5.99,7.25,7.48,0.62,0.42,0.11,3.02 GHz,0.22,0.33
2114,6.47,6.64,7.35,0.52,0.4,0.12,1.00 GHz,0.17,0.26
2115,5.92,6.92,6.83,0.58,0.51,0.11,3.30 GHz,0.34,0.34
2116,5.72,6.93,6.69,0.61,0.45,0.17,3.51 GHz,0.35,0.29
2117,5.85,7.12,6.86,0.61,0.42,0.15,870.00 MHz,0.3,0.19
2118,6.17,7.12,6.86,0.61,0.51,0.29,2.75 GHz,0.28,0.21
2119,5.54,7.38,7.46,0.53,0.48,0.22,1.77 GHz,0.25,0.16
2120,6.25,6.87,6.51,0.5,0.5,0.16,1.28 GHz,0.23,0.21
2121,5.77,6.69,6.95,0.63,0.47,0.16,2.66 GHz,0.17,0.25
2122,5.9,7.34,6.73,0.58,0.54,0.21,1.22 GHz,0.25,0.23
2123,6.34,7.22,7.13,0.66,0.43,0.24,3.86 GHz,0.24,0.24
2124,6.2,6.82,7.47,0.62,0.45,0.13,3.01 GHz,0.32,0.18
2125,5.68,6.58,6.93,0.6,0.41,0.18,3.43 GHz,0.33,0.32
2126,6.31,6.84,6.73,0.62,0.53,0.12,2.99 GHz,0.33,0.25
2127,6.22,7.15,6.5,0.63,0.54,0.11,1.99 GHz,0.18,0.35
2128,6.18,7.49,7.34,0.64,0.44,0.12,1.52 GHz,0.18,0.33
2129,6.39,6.87,7.38,0.59,0.43,0.23,1.96 GHz,0.16,0.24
2130,6.28,6.78,6.54,0.64,0.59,0.14,2.21 GHz,0.18,0.31
2131,5.54,6.78,6.78,0.67,0.4,0.18,3.37 GHz,0.21,0.19
2132,6.39,6.83,6.51,0.59,0.54,0.16,2.01 GHz,0.2,0.27
2133,5.93,7.2,6.91,0.52,0.56,0.28,1.68 GHz,0.25,0.28
2134,6.42,7.04,6.68,0.54,0.42,0.23,2.11 GHz,0.19,0.24
2135,5.58,7.19,6.69,0.52,0.42,0.12,2.08 GHz,0.35,0.23
2136,6.23,7.33,6.62,0.64,0.53,0.18,1.56 GHz,0.18,0.27
2137,6.45,6.82,7.08,0.69,0.59,0.18,3.80 GHz,0.35,0.31
2138,6.04,6.67,7.46,0.57,0.43,0.18,3.24 GHz,0.22,0.16
2139,6.45,7.22,6.74,0.58,0.55,0.27,2.50 GHz,0.3,0.2
2140,6.38,7.08,6.73,0.62,0.52,0.24,1.26 GHz,0.15,0.26
2141,5.9,7.22,7.14,0.63,0.57,0.21,880.00 MHz,0.35,0.31
2142,6.17,6.83,7.35,0.68,0.58,0.14,1.22 GHz,0.26,0.3
2143,5.67,7.0,6.77,0.57,0.42,0.22,3.87 GHz,0.29,0.18
2144,6.15,7.29,7.4,0.53,0.43,0.18,2.58 GHz,0.16,0.3
2145,5.9,7.13,6.74,0.6,0.55,0.28,3.87 GHz,0.27,0.21
2146,6.15,7.26,6.94,0.56,0.56,0.29,1.77 GHz,0.17,0.25
2147,5.78,6.76,7.01,0.57,0.48,0.22,2.33 GHz,0.16,0.33
2148,6.45,7.34,7.44,0.63,0.44,0.19,2.79 GHz,0.26,0.22
2149,5.88,6.7,7.07,0.63,0.43,0.26,2.95 GHz,0.18,0.26
2150,6.24,7.4,6.74,0.57,0.58,0.25,1.08 GHz,0.19,0.3
2151,5.61,7.02,7.27,0.54,0.58,0.17,3.87 GHz,0.29,0.26
2152,5.54,6.79,7.46,0.51,0.51,0.15,3.69 GHz,0.15,0.19
2153,6.48,6.7,7.22,0.6,0.52,0.12,1.97 GHz,0.33,0.33
2154,6.12,6.85,7.01,0.67,0.46,0.29,1.90 GHz,0.19,0.2
2155,6.02,6.71,7.15,0.59,0.55,0.25,2.39 GHz,0.2,0.23
2156,6.38,7.24,7.37,0.69,0.58,0.16,2.73 GHz,0.22,0.17
2157,5.68,7.07,6.59,0.55,0.44,0.16,2.83 GHz,0.29,0.3
2158,6.11,6.55,7.21,0.54,0.44,0.19,1.22 GHz,0.28,0.28
2159,5.64,6.92,6.6,0.53,0.46,0.1,3.35 GHz,0.29,0.23
2160,6.13,7.47,6.57,0.57,0.54,0.28,2.60 GHz,0.25,0.21
2161,6.32,7.46,7.11,0.58,0.58,0.21,1.82 GHz,0.3,0.24
2162,5.53,7.02,6.87,0.56,0.41,0.19,2.75 GHz,0.16,0.19
2163,6.41,6.59,6.71,0.56,0.55,0.11,3.87 GHz,0.24,0.28
2164,6.18,7.31,7.2,0.53,0.42,0.22,1.53 GHz,0.34,0.25
2165,5.89,7.17,7.19,0.68,0.58,0.29,2.46 GHz,0.22,0.23
2166,6.38,7.08,7.09,0.56,0.46,0.18,3.68 GHz,0.18,0.21
2167,5.52,7.28,7.02,0.55,0.54,0.12,1.37 GHz,0.34,0.21
2168,5.99,6.66,7.39,0.6,0.43,0.23,2.59 GHz,0.21,0.26
2169,6.15,6.59,6.74,0.68,0.5,0.26,2.36 GHz,0.21,0.23
